budget,genres,homepage,id,keywords,language,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,lead_actor_1,lead_actor_2,lead_actor_3,director,release_year
8000000,"Horror, Thriller",Unknown,10160,"nun, baby, monster, asylum, nightmare, supernatural, resurrection, vision, torture, pregnancy, birth, disfigurement, fetus, womb, dreams",en,English,A Nightmare on Elm Street 5: The Dream Child,"Alice, having survived the previous installment of the Nightmare series, finds the deadly dreams of Freddy Krueger starting once again. This time, the taunting murderer is striking through the sleeping mind of Alice's unborn child. His intention is to be ""born again"" into the real world. The only one who can stop Freddy is his dead mother, but can Alice free her spirit in time to save her own son?",12.654051,New Line Cinema,United States of America,08-11-1989,22168359,89,English,Released,"Now FreddyÂs a daddy, heÂs killing for two.",A Nightmare on Elm Street 5: The Dream Child,5.5,245,Robert Englund,Lisa Wilcox,Erika Anderson,Stephen Hopkins,1989
6000000,"Drama, Romance",http://www.thewrestlermovie.com/,12163,"supermarket, heart attack, ambition, daughter, wrestling, sport, stripper, steroids, fame, barbed wire, wrestler, redemption",en,English,The Wrestler,"Aging wrestler Randy ""The Ram"" Robinson is long past his prime but still ready and rarin' to go on the pro-wrestling circuit. After a particularly brutal beating, however, Randy hangs up his tights, pursues a serious relationship with a long-in-the-tooth stripper, and tries to reconnect with his estranged daughter. But he can't resist the lure of the ring and readies himself for a comeback.",40.196514,"Saturn Films, Wild Bunch, Protozoa Pictures, Top Rope",United States of America,09-07-2008,44703995,109,English,Released,Love. Pain. Glory.,The Wrestler,7.3,1000,Mickey Rourke,Marisa Tomei,Evan Rachel Wood,Darren Aronofsky,2008
6000000,"Comedy, Family",http://www.sonypictures.com/movies/daddydaycamp/site/,14144,"competition, grandfather grandson relationship, vomit, summer camp, toilet, rivalry, colonel",en,English,Daddy Day Camp,"Seeking to offer his son the satisfying summer camp experience that eluded him as a child, the operator of a neighborhood daycare center opens his own camp, only to face financial hardship and stiff competition from a rival camp.",12.601677,"Revolution Studios, TriStar Pictures",United States of America,08-08-2007,18197398,89,English,Released,The summer is going to be in tents.,Daddy Day Camp,4.4,91,Cuba Gooding Jr.,Tamala Jones,Paul Rae,Fred Savage,2007
6000000,Drama,Unknown,1523,"dictator, 1970s, general, kidnapping, naivety, luxury, oscar award, charisma, polygamy, uganda, dictatorship",en,English,The Last King of Scotland,"Young Scottish doctor, Nicholas Garrigan decides it's time for an adventure after he finishes his formal education, so he decides to try his luck in Uganda, and arrives during the downfall of President Obote. General Idi Amin comes to power and asks Garrigan to become his personal doctor.",26.286954,"Fox Searchlight Pictures, Cowboy Films, DNA Films, Scottish Screen, UK Film Council, Filmfour, Slate Films, Tatfilm","United Kingdom, Germany, United States of America",09-01-2006,48027970,121,"English, FranÃ§ais, Deutsch, Kiswahili",Released,Charming. Magnetic. Murderous.,The Last King of Scotland,7.4,558,Forest Whitaker,James McAvoy,Simon McBurney,Kevin Macdonald,2006
5000000,"Horror, Thriller",Unknown,11361,"sheriff, barn, black, sequel, boogeyman, masked killer, slasher, youth, psychiatrist, killer, kitten, scythe, heroine, pitchfork, psychotronic, michael myers",en,English,Halloween 5: The Revenge of Michael Myers,"Presumed dead after a shoot-out with the Haddonfield police, Michael Myers is secretly nursed back to health -- and returns a year later to kill again and once more targets his young niece, Jamie. Jamie is now recovering in the local children's hospital after attacking her stepmother and losing her voice. Her mental link with her evil uncle may be the key to uprooting her family tree.",8.008844,Trans Pacific Films,United States of America,10-12-1989,11642254,96,English,Released,"Michael Lives, And This Time They're Ready!",Halloween 5: The Revenge of Michael Myers,5.2,183,Donald Pleasence,Danielle Harris,Ellie Cornell,Dominique Othenin-Girard,1989
6000000,"Drama, Thriller",http://www.thewordsmovie.com/,83686,"plagiarized book, stolen novel, plagiarized novel, aspiring writer",en,English,The Words,"The Words follows young writer Rory Jansen who finally achieves long sought after literary success after publishing the next great American novel. There's only one catch - he didn't write it. As the past comes back to haunt him and his literary star continues to rise, Jansen is forced to confront the steep price that must be paid for stealing another man's work, and for placing ambition and success above life's most fundamental three words.",14.988746,"CBS Films, Also Known As Pictures",United States of America,09-07-2012,13231461,96,"English, FranÃ§ais",Released,There's more than one way to take a life.,The Words,6.4,379,Bradley Cooper,Zoe Saldana,Jeremy Irons,Brian Klugman,2012
6000000,"Drama, Comedy",Unknown,28053,"secret, fetishism, stripper, family secrets, convict, chubby woman, extramarital affair",en,English,City Island,"The Rizzos, a family who doesn't share their habits, aspirations, and careers with one another, find their delicate web of lies disturbed by the arrival of a young ex-con brought home by Vince, the patriarch of the family, who is a corrections officer in real life, and a hopeful actor in private.",6.497285,"Lucky Monkey Pictures, CineSon Entertainment, Filmsmith Productions, Medici Entertainment, Gremi Film Production",United States of America,03-06-2009,6670712,104,English,Released,Truth is stranger than family,City Island,6.9,113,Andy GarcÃ­a,Julianna Margulies,Steven Strait,Raymond De Felitta,2009
6000000,"Action, Comedy, Thriller, Crime",http://www.sonyclassics.com/theguard,67913,"prostitute, blackmail, drug smuggle, rural ireland, dry humour",en,English,The Guard,"Two policemen must join forces to take on an international drug- smuggling gang - one, an unorthodox Irish policeman and the other, a straitlaced FBI agent. Sergeant Gerry Boyle is an eccentric small-town cop with a confrontational and crass personality and a subversive sense of humor. A longtime policeman in County Galway, Boyle is a maverick with his own moral code. He has seen enough of the world to know there isn't much to it and has had plenty of time to think about it. When a fellow police officer disappears and Boyle's small town becomes key to a large drug trafficking investigation, he is forced to at least feign interest when dealing with the humorless FBI agent Wendell Everett assigned to the case.",19.411141,"UK Film Council, Crescendo Productions, Element Pictures, Irish Film Board, Prescience, Reprisal Films, Aegis Film Fund",Ireland,07-07-2011,19560274,96,"Gaeilge, English",Released,The FBI are about to discover that things work a little differently around here.,The Guard,6.8,372,Brendan Gleeson,Don Cheadle,Liam Cunningham,John Michael McDonagh,2011
6000000,Comedy,Unknown,16172,"restaurant, department store, kitchen, love, crab, chef, irresistible",en,English,Simply Irresistible,"After her mother's death, mediocre chef Amanda Shelton is having trouble attracting customers to her family's restaurant. While shopping for ingredients, she is given a magical crab by mysterious Gene O'Reilly. Afterward, Amanda's dishes suddenly become excellent, inducing strong emotional reactions in everyone who eats them. Tom Bartlett, who is preparing to open his own eatery, tries her cooking and falls in love.",5.696491,"New Regency Pictures, Taurus Film, Polar Entertainment Corporation",United States of America,02-05-1999,4398989,95,"FranÃ§ais, English",Released,Magic opened up their hearts... Love did the rest.,Simply Irresistible,5.5,52,Sarah Michelle Gellar,Sean Patrick Flanery,Dylan Baker,Mark Tarlov,1999
6000000,Drama,http://www.sonyclassics.com/thewackness/,13990,"coming of age, marijuana, summer",en,English,The Wackness,"Set in New York City in the sweltering summer, The Wackness tells the story of a troubled teenage drug dealer, who trades pot for therapy sessions with a drug-addled psychiatrist. Things get more complicated when he falls for one of his classmates, who just happens to be the doctors daughter. This is a coming-of-age story about sex, drugs, music and what it takes to be a man.",7.161051,"SBK Pictures, Occupant Entertainment",United States of America,07-03-2008,2899975,99,English,Released,Unknown,The Wackness,6.2,94,Ben Kingsley,Famke Janssen,Josh Peck,Jonathan Levine,2008
6000000,"Action, Adventure, Fantasy, Science Fiction",Unknown,27549,"based on novel, time travel, sequel, psychotronic, sword and sandal, beastmaster, warrior, time portal, gun fight, sword and sorcery",en,English,Beastmaster 2: Through the Portal of Time,"Mark Singer returns as Dar, the warrior who can talk to the beasts. Dar is forced to travel to earth to stop his evil brother from stealing an atomic bomb, and turning their native land from a desert into... well... a desert! Written by Jim Palin",1.478505,"Les Films 21, Republic Pictures",United States of America,06-08-1991,869325,107,English,Released,Unknown,Beastmaster 2: Through the Portal of Time,4.6,17,Marc Singer,Kari Wuhrer,Sarah Douglas,Sylvio Tabet,1991
6000000,Comedy,http://www.surferdudethemovie.com/,13827,"surfing, sport",en,English,"Surfer, Dude",A wave twisting tale of a soul searching surfer experiencing an existential crisis.,2.404626,Unknown,United States of America,09-05-2008,69497,85,"English, Polski",Released,Unknown,"Surfer, Dude",4.7,25,Matthew McConaughey,Jeffrey Nordling,Willie Nelson,S.R. Bindler,2008
12000000,"Crime, Drama, Thriller",http://www.magpictures.com/deadfall/,97614,"partner, murder, on the run, fugitive, crime, family, homecoming, crime gone awry, dishonesty, siblings relations, chases and races, criminal heroes, cons and scams, murderous pair",en,English,Deadfall,"A thriller that follows two siblings who decide to fend for themselves in the wake of a botched casino heist, and their unlikely reunion during another family's Thanksgiving celebration.",10.19041,"StudioCanal, Mutual Film Company, 2929 Productions, Magnolia Pictures, Madhouse Entertainment","France, United States of America",11-08-2012,66351,95,English,Released,Twisty thriller... a wild ride.,Deadfall,5.6,224,Eric Bana,Olivia Wilde,Charlie Hunnam,Stefan Ruzowitzky,2012
5952000,"Horror, Mystery, Science Fiction",Unknown,837,"suicide, tv show, hallucination, tv station, radio presenter, toronto, dystopia, brainwashing, pittsburgh",en,English,Videodrome,A sleazy cable-TV programmer begins to see his life and the future of media spin out of control in a very unusual fashion when he acquires a new kind of programming for his station.,18.119265,"Universal Pictures, Famous Players Ltd, Guardian Trust Company, Filmplan International II",Canada,02-04-1983,2120439,87,English,Released,First it controls your mind. Then it destroys your body.,Videodrome,7.1,454,James Woods,Sonja Smits,Deborah Harry,David Cronenberg,1983
6000000,"Action, Crime, Drama, Thriller",Unknown,8982,"buddhism, elephant, sydney, australia, fighter, tempel, gang, animal",th,Thai,?????????,"In Bangkok, the young Kham was raised by his father in the jungle with elephants as members of their family. When his old elephant and the baby Kern are stolen by criminals, Kham finds that the animals were sent to Sidney. He travels to Australia, where he locates the baby elephant in a restaurant owned by the evil Madame Rose, the leader of an international Thai mafia. With the support of the efficient Thai sergeant Mark, who was involved in a conspiracy, Kham fights to rescue the animal from the mobsters.",11.81832,"The Weinstein Company, Sahamongkol Film International, Vivendi","Thailand, Australia",08-11-2005,27165581,108,"English, ???, ???????, Ti?ng Vi?t",Released,Vengeance Knows No Mercy,The Protector,6.8,167,Tony Jaa,Petchtai Wongkamlao,Bongkoj Khongmalai,Prachya Pinkaew,2005
